21
# x y z
-10	0	0
-9	0	0
-8	0	0
-7	0	0
-6	0	0
-5	0	0
-4	0	0
-3	0	0
-2	0	0
-1	0	0
0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
171
# a b m n err i ip iperr k r rhoa u valid 
1	2	3	4	1.00001954673402e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.51741666964271e+01	0.00000000000000e+00	1
2	3	4	5	1.00001955123539e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.42111893620090e+01	0.00000000000000e+00	1
3	4	5	6	1.00001955835604e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.67292519819012e+01	0.00000000000000e+00	1
4	5	6	7	1.00001955425206e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.72855500499413e+01	0.00000000000000e+00	1
5	6	7	8	1.00001956207161e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.64365557263638e+01	0.00000000000000e+00	1
6	7	8	9	1.00001956962178e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.74419118074415e+01	0.00000000000000e+00	1
7	8	9	10	1.00001957999905e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.72446111662871e+01	0.00000000000000e+00	1
8	9	10	11	1.00001956255223e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.40987624962185e+01	0.00000000000000e+00	1
9	10	11	12	1.00001953078614e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.67955966443148e+01	0.00000000000000e+00	1
10	11	12	13	1.00001952830942e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.63359223005281e+01	0.00000000000000e+00	1
